[14.574187372112647],[14.573457748629153]
X,Y
[14.753190910851117],[14.752371177077293]
X,Y
[14.932194440625608],[14.93128461111337]
X,Y
[15.149251668364741],[15.148147331550717]
X,Y
[15.329720391426235],[15.330728265456855]
X,Y
[15.51151731365826],[15.511424606665969]
X,Y
[15.703205372206867],[15.702987818978727]
X,Y
[15.893473873613402],[15.892734242603183]
X,Y
[16.082368490402587],[16.082514573819935]
X,Y
[16.261371955333743],[16.261428038589656]
X,Y
[16.44037540710997],[16.440341508947313]
X,Y
[16.63490250223549],[16.6355383368209]
X,Y
[16.815325481642503],[16.816268612630665]
X,Y
[17.006967802066356],[17.005981161259115]
X,Y
[17.20570783293806],[17.204777693375945]
X,Y
[17.38471123931231],[17.38369118794799]
X,Y
[17.565134180651512],[17.564421479590237]
X,Y
[17.761080760275945],[17.761435132473707]
X,Y
[17.941458014887758],[17.940314737148583]
X,Y
[18.121880927938037],[18.12104504276067]
X,Y
[18.309355882462114],[18.30900863558054]
X,Y
[18.48835923115257],[18.487922155298293]
X,Y
[18.68709917931119],[18.68671872653067]
X,Y
[18.878787068882957],[18.878282023593783]
X,Y
[19.056416513049044],[19.057229458354414]
X,Y
[19.25653030531248],[19.255992144346237]
X,Y
[19.46232225879794],[19.46202201861888]
X,Y
[19.642745092627592],[19.642752362415195]
X,Y
[19.837226349452976],[19.836098576895893]
X,Y
[20.019068707129918],[20.018645726144314]
X,Y
[20.20654356153682],[20.206609366461635]
X,Y
[20.386966359685175],[20.38733972609043]
X,Y
[20.565923938935157],[20.564402599819005]
X,Y
[20.780187405005563],[20.779482590034604]
X,Y
[20.95919063151814],[20.958396170288324]
X,Y
[21.136819973529782],[21.13734365440905]
X,Y
[21.36935478739906],[21.36863922327757]
X,Y
[21.54835798428394],[21.547552817501128]
X,Y
[21.749891178915277],[21.74813236668706]
X,Y
[21.943044110084884],[21.943363235332072]
X,Y
[22.122001611511223],[22.12042614724487]
X,Y
[22.305263394024223],[22.304790147580206]
X,Y
[22.482847002102062],[22.481886968016624]
X,Y
[22.673160812002607],[22.673484263941646]
X,Y
[22.87048098258674],[22.87046415079385]
X,Y
[23.050903645460494],[23.051194578409195]
X,Y
[23.221435173472855],[23.22105813305825]
X,Y
[23.421594400540926],[23.42167162615806]
X,Y
[23.611862489720806],[23.611418249085546]
X,Y
[23.792285114875995],[23.79214869439602]
X,Y
[23.991024766641203],[23.99094540812075]
X,Y
[24.162975792773068],[24.16262578126043]
X,Y
[24.333552935684565],[24.33434005640447]
X,Y
[24.56182891863864],[24.56018533464521]
X,Y
[24.74367103644181],[24.74273259844631]
X,Y
[24.946669257013127],[24.946979730390012]
X,Y
[25.12283319281414],[25.122259818017483]
X,Y
[25.291945081204176],[25.290306620299816]
X,Y
[25.463941708090715],[25.46383772045374]
X,Y
[25.637312203412876],[25.637334923259914]
X,Y
[25.817734725831542],[25.81806541699916]
X,Y
[26.006583148962818],[26.005995306186378]
X,Y
[26.18700565258041],[26.18672580830753]
X,Y
[26.387119045073632],[26.385488688014448]
X,Y
[26.57459356356412],[26.573452489450574]
X,Y
[26.779011219157837],[26.7795164687559]
X,Y
[26.95943368365988],[26.960246991366148]
X,Y
[27.16096657240996],[27.160826687701046]
X,Y
[27.33854993840214],[27.33792362548411]
X,Y
[27.524604867212474],[27.524070653133094]
X,Y
[27.712079325632658],[27.712034484371543]
X,Y
[27.89245607762132],[27.89091433212161]
X,Y
[28.070085070154164],[28.069861982949078]
X,Y
[28.273037435254082],[28.272258508950472]
X,Y
[28.454879363067448],[28.45480586681515]
X,Y
[28.635301740374416],[28.635536429472268]
X,Y
[28.815724110696465],[28.816266998648643]
X,Y
[28.99610080686398],[28.995146872475743]
X,Y
[0],[0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0],[0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.17900426988489926],[0.17891307733953]
X,Y
[0.3594280844554305],[0.35964294988662004]
X,Y
[0],[0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0],[0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0],[0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.18170635733986273],[0.17699457053095102]
X,Y
[0.3786167287034914],[0.3573175836354494]
X,Y
[0.5739248506724834],[0.5284210201352835]
X,Y
[0.7661655005067587],[0.6866373922675848]
X,Y
[0.9708167302887887],[0.8463993230834603]
X,Y
[1.1864133157068864],[1.004039323888719]
X,Y
[1.3962403448531404],[1.1507107689976692]
X,Y
[1.6253930199891329],[1.3006089450791478]
X,Y
[1.8473109167534858],[1.4358710767701268]
X,Y
[2.070465667406097],[1.5655472204089165]
X,Y
[0],[0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0],[0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.1748826305847615],[0.1790147926658392]
X,Y
[0.3444067513337359],[0.3637172970920801]
X,Y
[0],[0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.17891292576678097],[0.17521168384701014]
X,Y
[0.36043658817652613],[0.34480346739292145]
X,Y
[0],[0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.0],[0.0]
X,Y
[0.19310844386927783],[0.1933796051889658]
X,Y
[0.37069315428379923],[0.3704758929088712]
