||
45.0
020631.63,45.0,020631.88,45.0,020632.38,45.0,020632.63,45.0,020632.89,45.0,020633.14,45.0,020633.39,45.0,020633.64,45.0,RUDDER AMIDSHIPS
45.0
020634.53,45.0,RUDDER AMIDSHIPS
45.0
020635.53,45.0,RUDDER AMIDSHIPS
45.0
020636.52,45.0,RUDDER AMIDSHIPS
45.0
020637.52,45.0,RUDDER AMIDSHIPS
45.0
020638.53,45.0,020638.86,45.0,RUDDER AMIDSHIPS
45.0
020639.87,45.0,RUDDER AMIDSHIPS
44.0
020640.89,45.0,LEFT 1.0 DEGREES RUDDER
44.0
020641.89,45.0,LEFT 1.0 DEGREES RUDDER
44.5
020642.90,45.0,LEFT 0.5 DEGREES RUDDER
44.3
020643.89,44.8,LEFT 0.5 DEGREES RUDDER
44.0
020644.90,44.5,020645.24,44.5,LEFT 0.5 DEGREES RUDDER
44.2
020646.26,44.2,RUDDER AMIDSHIPS
43.9
020647.27,43.9,RUDDER AMIDSHIPS
43.7
020648.27,43.7,RUDDER AMIDSHIPS
43.9
020649.29,43.4,RIGHT 0.5 DEGREES RUDDER
42.7
020650.29,43.2,LEFT 0.5 DEGREES RUDDER
42.9
020651.29,42.9,020651.63,42.9,RUDDER AMIDSHIPS
42.5
020652.63,42.6,020652.97,42.5,RUDDER AMIDSHIPS
42.3
020653.97,42.3,RUDDER AMIDSHIPS
42.0
020654.97,42.0,RUDDER AMIDSHIPS
41.8
020655.97,41.8,RUDDER AMIDSHIPS
41.5
020656.97,41.5,RUDDER AMIDSHIPS
41.3
020657.99,41.3,RUDDER AMIDSHIPS
45.5
020659.02,41.0,RIGHT 4.5 DEGREES RUDDER
39.7
020700.02,40.8,020700.36,40.7,LEFT 1.0 DEGREES RUDDER
41.6
020701.36,40.6,RIGHT 1.0 DEGREES RUDDER
41.8
020702.36,40.8,RIGHT 1.0 DEGREES RUDDER
41.0
020703.35,41.0,RUDDER AMIDSHIPS
37.8
020704.37,41.3,LEFT 3.5 DEGREES RUDDER
54.8
020705.38,41.6,020705.73,41.8,RIGHT 13.0 DEGREES RUDDER
42.0
020706.74,42.0,RUDDER AMIDSHIPS
42.6
020707.75,42.6,RUDDER AMIDSHIPS
44.2
